5.01439e-017 0 0
6.02863e-017 0 0
7.248e-017 0 0
8.71402e-017 0 0
1.04766e-016 0 0
1.25956e-016 0 0
1.51432e-016 0 0
1.82062e-016 0 0
2.18886e-016 0 0
2.63159e-016 0 0
3.16387e-016 0 0
3.80381e-016 0 0
4.57318e-016 0 0
5.49817e-016 0 0
6.61026e-016 0 0
7.94728e-016 0 0
9.55473e-016 0 0
1.14873e-015 0 0
1.38108e-015 0 0
1.66042e-015 0 0
1.99627e-015 0 0
2.40004e-015 0 0
2.88548e-015 0 0
3.46911e-015 0 0
4.17079e-015 0 0
5.01439e-015 0 0
6.02863e-015 0 0
7.248e-015 0 0
8.71402e-015 0 0
1.04766e-014 0 0
1.25956e-014 0 0
1.51432e-014 0 0
1.82062e-014 0 0
2.18886e-014 0 0
2.63159e-014 0 0
3.16387e-014 0 0
3.80381e-014 0 0
4.57318e-014 0 0
5.49817e-014 0 0
6.61026e-014 0 0
7.94728e-014 0 0
9.55473e-014 0 0
1.14873e-013 0 0
1.38108e-013 0 0
1.66042e-013 0 0
1.99627e-013 0 0
2.40004e-013 0 0
2.88548e-013 0 0
3.46911e-013 0 0
4.17079e-013 0 0
5.01439e-013 0 0
6.02863e-013 0 0
7.248e-013 0 0
8.71402e-013 0 0
1.04766e-012 0 0
1.25956e-012 0 0
1.51432e-012 0 0
1.82062e-012 0 0
2.18886e-012 0 0
2.63159e-012 0 0
3.16387e-012 0 0
3.80381e-012 0 0
4.57318e-012 0 0
5.49817e-012 0 0
6.61026e-012 0 0
7.94728e-012 0 0
9.55473e-012 0 0
1.14873e-011 0 0
1.38108e-011 0 0
1.66042e-011 0 0
1.99627e-011 0 0
2.40004e-011 0 0
2.88548e-011 0 0
3.46911e-011 0 0
4.17079e-011 0 0
5.01439e-011 0 0
6.02863e-011 0 0
7.248e-011 0 0
8.71402e-011 0 0
1.04766e-010 0 0
1.25956e-010 0 0
1.51432e-010 0 0
1.82062e-010 0 0
2.18886e-010 0 0
2.63159e-010 0 0
3.16387e-010 0 0
3.80381e-010 0 0
4.57318e-010 0 0
5.49817e-010 0 0
6.61026e-010 0 0
7.94728e-010 0 0
9.55473e-010 0 0
1.14873e-009 0 0
1.38108e-009 0 0
1.66042e-009 0 0
1.99627e-009 0 0
2.40004e-009 0 0
2.88548e-009 0 0
3.46911e-009 0 0
5.01439e-009 0 0
