0 100000000000.000000 0.000000 
1 97513125959.482727 -12434370.202586 
2 97504900799.178726 -41125.801520 
3 97512151917.143539 36255.589824 
4 97509936556.640182 -11076.802517 
5 97512090103.612244 10767.734860 
6 97501102727.909805 -54936.878512 
7 97499225041.860260 -9388.430248 
8 97489089482.024521 -50677.799179 
9 97492862222.468094 18863.702218 
10 97493882907.959290 5103.427456 
11 97452618934.514206 -206319.867225 
12 97370560331.686523 -410293.014138 
13 96897333289.366577 -2366135.211600 
14 100228596063.039570 16656313.868365 
15 98571332700.386780 -8286316.813264 
16 98364428645.508133 -1034520.274393 
17 98372606272.996185 40888.137440 
18 98240159330.606461 -662234.711949 
19 98329051273.038712 444459.712161 
20 98408929805.978653 399392.664700 
