0.001267 0.000000
0.001303 0.000000
0.001339 0.000000
0.001375 0.000000
0.001411 0.000000
0.001447 0.000000
0.001483 7291021897448766300000.000000
0.001519 7291021897448766300000.000000
0.001555 58328175179590122000000.000000
0.001591 94783284666833958000000.000000
0.001627 189566569333667980000000.000000
0.001663 247894744513258150000000.000000
0.001699 116656350359180280000000.000000
0.001735 131238394154077820000000.000000
0.001771 21873065692346295000000.000000
0.001807 21873065692346295000000.000000
0.001843 0.000000
0.001879 0.000000
0.001915 0.000000
0.001951 0.000000
0.001987 0.000000
0.002023 0.000000
0.002059 0.000000
0.002095 0.000000
0.002131 0.000000
0.002167 0.000000
0.002203 0.000000
0.002239 0.000000
0.002275 0.000000
0.002311 0.000000
0.002347 0.000000
0.002383 0.000000
0.002419 0.000000
0.002455 0.000000
0.002491 0.000000
0.002527 0.000000
0.002563 0.000000
0.002599 0.000000
0.002635 0.000000
0.002671 0.000000
0.002707 0.000000
0.002743 0.000000
0.002779 0.000000
0.002815 0.000000
0.002852 0.000000
0.002888 0.000000
0.002924 0.000000
0.002960 0.000000
0.002996 0.000000
0.003032 0.000000
