iteration number  0 
iteration number  1 
iteration number  2 
iteration number  3 
iteration number  4 
iteration number  5 
iteration number  6 
iteration number  7 
iteration number  8 
iteration number  9 
iteration number  10 
iteration number  11 
iteration number  12 
iteration number  13 
iteration number  14 
iteration number  15 
iteration number  16 
iteration number  17 
iteration number  18 
iteration number  19 
iteration number  20 
iteration number  21 
iteration number  22 
iteration number  23 
iteration number  24 
iteration number  25 
iteration number  26 
iteration number  27 
iteration number  28 
iteration number  29 
iteration number  30 
iteration number  31 
iteration number  32 
iteration number  33 
iteration number  34 
iteration number  35 
iteration number  36 
iteration number  37 
iteration number  38 
iteration number  39 
iteration number  40 
iteration number  41 
iteration number  42 
iteration number  43 
iteration number  44 
iteration number  45 
iteration number  46 
iteration number  47 
iteration number  48 
iteration number  49 
iteration number  50 
iteration number  51 
iteration number  52 
iteration number  53 
iteration number  54 
iteration number  55 
iteration number  56 
iteration number  57 
iteration number  58 
iteration number  59 
iteration number  60 
iteration number  61 
iteration number  62 
iteration number  63 
iteration number  64 
iteration number  65 
iteration number  66 
iteration number  67 
iteration number  68 
iteration number  69 
iteration number  70 
iteration number  71 
iteration number  72 
iteration number  73 
iteration number  74 
iteration number  75 
iteration number  76 
iteration number  77 
iteration number  78 
iteration number  79 
iteration number  80 
iteration number  81 
iteration number  82 
iteration number  83 
iteration number  84 
iteration number  85 
iteration number  86 
iteration number  87 
iteration number  88 
iteration number  89 
iteration number  90 
iteration number  91 
iteration number  92 
iteration number  93 
iteration number  94 
iteration number  95 
iteration number  96 
iteration number  97 
iteration number  98 
iteration number  99 
iteration number  100 
iteration number  101 
iteration number  102 
iteration number  103 
iteration number  104 
iteration number  105 
iteration number  106 
iteration number  107 
iteration number  108 
iteration number  109 
iteration number  110 
iteration number  111 
iteration number  112 
iteration number  113 
iteration number  114 
iteration number  115 
iteration number  116 
iteration number  117 
iteration number  118 
iteration number  119 
iteration number  120 
iteration number  121 
iteration number  122 
iteration number  123 
iteration number  124 
iteration number  125 
iteration number  126 
iteration number  127 
iteration number  128 
iteration number  129 
iteration number  130 
iteration number  131 
iteration number  132 
iteration number  133 
iteration number  134 
iteration number  135 
iteration number  136 
iteration number  137 
iteration number  138 
iteration number  139 
iteration number  140 
iteration number  141 
iteration number  142 
iteration number  143 
iteration number  144 
iteration number  145 
iteration number  146 
iteration number  147 
iteration number  148 
iteration number  149 
iteration number  150 
iteration number  151 
iteration number  152 
iteration number  153 
iteration number  154 
iteration number  155 
iteration number  156 
iteration number  157 
iteration number  158 
iteration number  159 
iteration number  160 
iteration number  161 
iteration number  162 
iteration number  163 
iteration number  164 
iteration number  165 
iteration number  166 
iteration number  167 
iteration number  168 
iteration number  169 
iteration number  170 
iteration number  171 
iteration number  172 
iteration number  173 
iteration number  174 
iteration number  175 
iteration number  176 
iteration number  177 
iteration number  178 
iteration number  179 
iteration number  180 
iteration number  181 
iteration number  182 
iteration number  183 
iteration number  184 
iteration number  185 
iteration number  186 
iteration number  187 
iteration number  188 
iteration number  189 
iteration number  190 
iteration number  191 
iteration number  192 
iteration number  193 
iteration number  194 
iteration number  195 
iteration number  196 
iteration number  197 
iteration number  198 
iteration number  199 
iteration number  200 
iteration number  201 
iteration number  202 
iteration number  203 
iteration number  204 
iteration number  205 
iteration number  206 
iteration number  207 
iteration number  208 
iteration number  209 
iteration number  210 
iteration number  211 
iteration number  212 
iteration number  213 
iteration number  214 
iteration number  215 
iteration number  216 
iteration number  217 
iteration number  218 
iteration number  219 
iteration number  220 
iteration number  221 
iteration number  222 
iteration number  223 
iteration number  224 
iteration number  225 
iteration number  226 
iteration number  227 
iteration number  228 
iteration number  229 
iteration number  230 
iteration number  231 
iteration number  232 
iteration number  233 
iteration number  234 
iteration number  235 
iteration number  236 
iteration number  237 
iteration number  238 
iteration number  239 
iteration number  240 
iteration number  241 
iteration number  242 
iteration number  243 
iteration number  244 
iteration number  245 
iteration number  246 
iteration number  247 
iteration number  248 
iteration number  249 
iteration number  250 
