0.000087 -1.#IND00
0.003119 -1.#IND00
0.006152 -1.#IND00
0.009184 -1.#IND00
0.012217 -1.#IND00
0.015249 -1.#IND00
0.018282 -1.#IND00
0.021314 -1.#IND00
0.024347 -1.#IND00
0.027379 -1.#IND00
0.030411 -1.#IND00
0.033444 -1.#IND00
0.036476 -1.#IND00
0.039509 -1.#IND00
0.042541 -1.#IND00
0.045574 -1.#IND00
0.048606 -1.#IND00
0.051639 -1.#IND00
0.054671 -1.#IND00
0.057704 -1.#IND00
0.060736 -1.#IND00
0.063769 -1.#IND00
0.066801 -1.#IND00
0.069833 -1.#IND00
0.072866 -1.#IND00
0.075898 -1.#IND00
0.078931 -1.#IND00
0.081963 -1.#IND00
0.084996 -1.#IND00
0.088028 -1.#IND00
0.091061 -1.#IND00
0.094093 -1.#IND00
0.097126 -1.#IND00
0.100158 -1.#IND00
0.103190 -1.#IND00
0.106223 -1.#IND00
0.109255 -1.#IND00
0.112288 -1.#IND00
0.115320 -1.#IND00
0.118353 -1.#IND00
0.121385 -1.#IND00
0.124418 -1.#IND00
0.127450 -1.#IND00
0.130483 -1.#IND00
0.133515 -1.#IND00
0.136547 -1.#IND00
0.139580 -1.#IND00
0.142612 -1.#IND00
0.145645 -1.#IND00
0.148677 -1.#IND00
