0.044564 0.000000
0.084407 0.000000
0.124249 0.000000
0.164091 0.000000
0.203933 0.000000
0.243775 0.000000
0.283617 83477533692238384000000000000000000000000000000000000000.000000
0.323460 83477533692238384000000000000000000000000000000000000000.000000
0.363302 0.000000
0.403144 0.000000
0.442986 83477533692238384000000000000000000000000000000000000000.000000
0.482828 83477533692238384000000000000000000000000000000000000000.000000
0.522670 0.000000
0.562513 0.000000
0.602355 0.000000
0.642197 0.000000
0.682039 0.000000
0.721881 584342735845668730000000000000000000000000000000000000000.000000
0.761723 0.000000
0.801566 0.000000
0.841408 0.000000
0.881250 0.000000
0.921092 83477533692238384000000000000000000000000000000000000000.000000
0.960934 0.000000
1.000776 0.000000
1.040619 0.000000
1.080461 0.000000
1.120303 83477533692238384000000000000000000000000000000000000000.000000
1.160145 0.000000
1.199987 83477533692238384000000000000000000000000000000000000000.000000
1.239829 0.000000
1.279672 0.000000
1.319514 0.000000
1.359356 0.000000
1.399198 0.000000
1.439040 0.000000
1.478882 0.000000
1.518725 0.000000
1.558567 0.000000
1.598409 0.000000
1.638251 0.000000
1.678093 0.000000
1.717935 0.000000
1.757778 0.000000
1.797620 0.000000
1.837462 0.000000
1.877304 83477533692238384000000000000000000000000000000000000000.000000
1.917146 0.000000
1.956988 0.000000
1.996831 0.000000
