0.044564 -1.#IND00
0.084407 -1.#IND00
0.124249 -1.#IND00
0.164091 -1.#IND00
0.203933 -1.#IND00
0.243775 -1.#IND00
0.283617 -1.#IND00
0.323460 -1.#IND00
0.363302 -1.#IND00
0.403144 -1.#IND00
0.442986 -1.#IND00
0.482828 -1.#IND00
0.522670 -1.#IND00
0.562513 -1.#IND00
0.602355 -1.#IND00
0.642197 -1.#IND00
0.682039 -1.#IND00
0.721881 -1.#IND00
0.761723 -1.#IND00
0.801566 -1.#IND00
0.841408 -1.#IND00
0.881250 -1.#IND00
0.921092 -1.#IND00
0.960934 -1.#IND00
1.000776 -1.#IND00
1.040619 -1.#IND00
1.080461 -1.#IND00
1.120303 -1.#IND00
1.160145 -1.#IND00
1.199987 -1.#IND00
1.239829 -1.#IND00
1.279672 -1.#IND00
1.319514 -1.#IND00
1.359356 -1.#IND00
1.399198 -1.#IND00
1.439040 -1.#IND00
1.478882 -1.#IND00
1.518725 -1.#IND00
1.558567 -1.#IND00
1.598409 -1.#IND00
1.638251 -1.#IND00
1.678093 -1.#IND00
1.717935 -1.#IND00
1.757778 -1.#IND00
1.797620 -1.#IND00
1.837462 -1.#IND00
1.877304 -1.#IND00
1.917146 -1.#IND00
1.956988 -1.#IND00
1.996831 -1.#IND00
