100000000000.000000 -1.#IND00
97959183673.469391 -1.#IND00
95918367346.938766 -1.#IND00
93877551020.408173 -1.#IND00
91836734693.877548 -1.#IND00
89795918367.346939 -1.#IND00
87755102040.816330 -1.#IND00
85714285714.285721 -1.#IND00
83673469387.755112 -1.#IND00
81632653061.224487 -1.#IND00
79591836734.693878 -1.#IND00
77551020408.163269 -1.#IND00
75510204081.632645 -1.#IND00
73469387755.102051 -1.#IND00
71428571428.571426 -1.#IND00
69387755102.040833 -1.#IND00
67346938775.510216 -1.#IND00
65306122448.979599 -1.#IND00
63265306122.448982 -1.#IND00
61224489795.918365 -1.#IND00
59183673469.387756 -1.#IND00
57142857142.857140 -1.#IND00
55102040816.326538 -1.#IND00
53061224489.795921 -1.#IND00
51020408163.265305 -1.#IND00
48979591836.734695 -1.#IND00
46938775510.204086 -1.#IND00
44897959183.673477 -1.#IND00
42857142857.142860 -1.#IND00
40816326530.612244 -1.#IND00
38775510204.081642 -1.#IND00
36734693877.551025 -1.#IND00
34693877551.020416 -1.#IND00
32653061224.489799 -1.#IND00
30612244897.959183 -1.#IND00
28571428571.428581 -1.#IND00
26530612244.897968 -1.#IND00
24489795918.367352 -1.#IND00
22448979591.836739 -1.#IND00
20408163265.306133 -1.#IND00
18367346938.775520 -1.#IND00
16326530612.244905 -1.#IND00
14285714285.714291 -1.#IND00
12244897959.183676 -1.#IND00
10204081632.653072 -1.#IND00
8163265306.122459 -1.#IND00
6122448979.591844 -1.#IND00
4081632653.061229 -1.#IND00
2040816326.530615 -1.#IND00
0.000011 -1.#IND00
